P18089,P18825,P25100,P35368,P35348,P13945,O95136,Q9H228,Q99500,Q15391,P51582,Q15077,P41231,P30550,P28336,P32247,P32302,P51685,P51684,P51679,P25106,P32246,P49682,P51677,P49286,P48039,P49019,Q9BXC0,Q8TDS4,O95838,P48546,P47871,O00222,Q15303,Q14833
0,0,0,0,0,0,0,0,0,0,-0.39640908,-5.166870001,-0.344155397,0,0,0,0,0,-0.506378771,0,0,0,0,0,-0.062276832,2.508486906,0,0,0,0,0,0,0,0,0
0.323240564,0,0,0,0,-0.518730036,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004383303,0,3.91E-05,0,0,-0.875627556,-0.138335623,0,0,1.164809116,0,0,0,0,0,0
-0.157247693,-0.293472291,-0.792551896,0.335227662,0.065612459,-0.737545794,0.010753557,-0.006078073,0.256298159,-0.053249608,0.072591274,0.188546839,-0.003570075,0.055502,0.035080052,0.078728191,0.001223002,0.00151622,0.01514139,0.001411124,-6.14E-05,-0.000262221,0.005279035,-0.003678737,0.186429428,1.213876062,0.0144304,-0.000273851,0.937002523,0.004626374,-0.002225726,0.00174858,0,-0.031204139,-0.032272423
0.867859285,2.249103943,-1.254607516,-1.971593827,-1.989591161,0.215740252,0.203472528,-0.254083746,-3.623768181,1.514586281,-0.165011888,-2.611836607,0.659937342,-0.033362192,-0.216620136,0.357329347,-0.211456885,0.004334672,0.150299682,-0.036419692,0.002417451,-0.004257141,0.002406473,0.000831198,-0.136481997,-0.494981474,0.267468883,-0.011543296,0.364221797,0,0.001216396,0.002584288,0.190617236,0,-0.028854739
0.454409872,0.231557674,-1.557241675,-2.971466205,-2.49176594,0.033155261,-0.160334449,-0.699775338,-3.367350924,0.023440022,-0.100848907,-1.552066377,0.985740998,0.277111224,0.091505404,-0.065311895,0.172439894,-0.003974265,-0.230343461,-0.023199551,0.000229337,0.002919147,0.00327975,0.001051441,-0.040410193,-1.187498674,-0.271141815,-0.005464398,0.192080674,0,-0.002097912,0.002289519,0.084587729,-1.45557098,0.15856062
-0.488928034,3.206525919,-1.002386876,-2.609750827,-2.248581626,0.339441418,0.356665134,-0.116645339,0.949519249,-0.058082668,-0.031099401,-0.801100274,0.057439321,-0.061924957,-0.028747405,-0.51905058,-0.106999772,-0.010980548,0.196011142,-0.000443715,-0.185513975,-0.04272307,-0.339319478,-0.233833109,0.399900181,0.444637873,-0.407234291,-8.96E-05,-1.026666012,-0.019932462,-0.105214219,-0.000211121,-0.029777531,-0.780990161,-0.391051888
-0.94807286,-1.857132671,-0.771795469,-0.289535865,-0.503864274,2.125097666,-0.152136644,-0.233798167,0.869838868,0.01433412,-0.197861952,-0.332391011,-0.0373454,0.284686007,0.097333488,0.147109248,-0.04267718,0.008726027,0.16986099,0.005544561,0.015423517,0.01733926,-0.000559796,-0.000488045,0.347448782,-0.095308598,-0.07097656,-0.012133208,-1.802047711,-0.019915811,-0.005628716,-0.001509149,0.808560438,-0.249787917,-0.251609074
0.323908232,1.332359801,4.151443946,2.088269962,3.046717221,-1.032210613,-0.089129732,0,-0.145675568,-0.032197222,0.03265997,0.163263629,0.336521912,0,0,0.220359557,-0.043678925,0,0.082091989,0.020396001,-0.00156048,0,-0.262153761,0.001561086,-0.12978723,-3.350170676,0,0.051439917,0.308235387,0,0,0,0,0,0.121540579
-0.482207245,-0.164505198,0.06569427,-1.600829832,-2.092358665,0.101145066,0.013143144,-0.468993383,-0.408165127,0.052156128,0.122792664,0.247694072,0.126924167,0.036581586,-0.159119226,-0.489496739,-0.040506065,-0.038971787,0.041010192,0.122039362,0.004411624,-0.015450459,-0.009844564,-0.006661618,-0.352728849,0.033573573,-0.228262817,-0.010371267,-1.126682134,0.027540628,-0.001955494,-0.001981125,0.008379443,-0.233547059,-0.80282067
0,0,0,0,0,0.244188009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002337182,0,0,0
-0.343922576,-0.804554357,0.323800232,0.703973933,0.803470399,-0.109087538,0.079524039,0.226172589,0.387805581,-0.03180984,-0.097654204,0.089256985,-0.521399333,-0.061781234,-0.028669752,-0.014720021,-0.030268142,-0.198565886,-0.02265704,-0.11402054,-0.185504347,-0.00574483,-0.007989296,-0.233820963,-0.131032065,-0.52247038,-0.173615646,-0.025267916,0.652755683,-0.019932468,-0.105214248,0.00790597,-0.00643142,-0.118143107,0.501777437
0.179822277,1.974401182,-0.301794602,0.703981652,0.803480993,-0.326598874,0.079533648,0.226198154,0.606093889,0.004420353,0.298395027,-0.100458425,0.675154002,-0.061781234,-0.028669752,-0.014720021,-0.030268891,-0.198570965,-0.162447665,-0.114023484,-0.185509096,-0.005745005,0.137543323,-0.233826956,-0.131032065,-0.52247038,-0.173613333,-0.025267527,0.784124297,-0.019932468,-0.105214248,0.00790597,-0.006430485,-0.118126744,0.286408983
0.052922897,-1.044542526,1.787131924,1.394871424,3.566664603,-0.199509068,-0.022612581,0.552640574,0.30118734,0.118906763,0.01028228,0.721398426,0.036815801,-0.088206664,-0.139698609,-0.347980639,0.021913779,0.00741409,0.47897672,0.012786057,0.001364312,-0.009213881,-0.009858795,-0.004348369,0.190453896,-1.292290278,0.005629413,-0.012105495,-0.23696502,-0.019910946,-0.000657032,0.001363041,0,-0.199310121,0.241269752
-0.344256832,-0.785330853,-0.419150187,1.652071117,2.598997727,-1.243652896,-0.090266996,0.75114246,-0.510304841,0.012869461,-0.030986214,0.102418705,0.068551925,-0.08818109,-0.139663712,-0.223037483,0.021900195,0.007406504,-0.185385261,-0.005419956,-0.010382207,-0.00291623,0.013626641,-0.010054882,-0.107878248,-0.447218251,-0.20218643,-0.000464762,-0.237017328,-0.019910946,-0.000657032,0.001363041,0.08309347,-0.053599286,0.909259666
0.036412371,0.14334964,-0.302992042,0.040312025,-0.0005337,0.035346941,0.304239526,-0.0309656,-0.151144426,-0.632335652,-0.212287953,0.503924586,-0.306663713,0.23244746,0.324183312,0.092745554,0.41001617,-0.008119189,-0.350138517,0.00380508,1.09E-05,-0.001410259,-0.003070107,-0.000580767,0.145061192,0.621546849,-0.385968816,-0.001222416,0.154577927,-0.019921936,-0.011761551,-0.000492177,-0.341320058,-3.970718653,-0.180550349
-0.243462537,-2.014202564,0.566406351,-1.420762594,-2.140769049,0.223341951,0.00016026,1.20079934,-0.498704981,-0.055539019,-0.023982618,-0.049882202,0.15525967,0.206217992,0.401720247,0.967730016,-0.054738025,-0.028021022,-0.237561353,0.004958397,-0.008796326,-0.035577342,-0.019593364,-0.003500883,-0.602191838,0.892640887,-0.01230385,-0.033105738,-0.272603553,-0.019927894,-0.054515392,-0.004198065,-0.002128457,-0.533427031,0.724022878
-0.332558215,0.462469931,2.370989417,0.344664631,-2.0580662,0.352922029,0.073761612,-0.119617376,0.15882694,-0.041426381,-0.13897912,-0.261854496,-0.197482913,-0.061905154,-0.02873659,-0.303424308,0.008197977,-0.001815542,-0.44050952,-0.005919068,0.017388024,0.005214512,-0.001232947,0.001709635,0.434229009,-0.051945342,0.07822864,-0.033117835,-0.281681199,-0.019932462,-0.105214219,0.001018502,-0.061215353,-0.19808112,-0.139922785
-0.442242257,-0.45134224,0.090215909,0.83082395,0.11292086,0.08551289,0.64968514,0.608240221,0.706719284,-0.092023794,0.034771513,-0.827551007,0.541948789,0.185542834,-0.023663759,-1.703468107,0.048484326,0.02229819,0.190917949,0.000984064,0.013895412,0.007400977,0.009476181,-0.006039241,-0.749630843,-1.502553502,-0.025586923,-0.033128989,0.552310022,-0.019914921,0.007174515,0.002373802,-0.06124868,-0.11399211,0.970541488
0.005498333,1.740040964,0.216039824,1.731749586,2.077412281,0.226971641,-0.156176612,-0.512239799,-0.320463696,-0.07346638,0.013805666,-0.091799973,0.056169366,0,0,-1.221650117,-0.023641728,0.012891428,-0.50718936,0.007413083,-0.015760927,-0.005817707,0.005325297,0.006689971,0.379925285,0.796534741,0.098374951,-0.033084986,-0.111282508,0,0,0.005811889,0.06497786,-0.019290489,0.309773813
-0.70778068,-2.543235473,-0.209131544,-2.262656437,-3.076381078,-0.046892195,-0.044571081,0.003451584,0.516372125,-0.056711794,-0.024003726,0.13287335,-0.264224348,0.109983434,-0.205742816,1.578440855,-0.037695859,0.019147138,0.665397403,0.026369535,0.00246281,0.006596062,0.02690725,-0.001784669,0.62326487,-0.95589975,-0.012301544,-0.033094895,0.189027614,0.129812847,0.027928881,0.000612952,-0.0021284,-0.107547998,-0.470153152
-0.263152615,-1.624312303,0.82596353,1.865353641,1.287853739,1.016960913,0.188565241,0.159287397,0.460484031,0.170144739,-0.018244975,0.680691543,0.118806695,0.950398385,0.171299303,-0.096263836,0.039625374,-0.015320863,-0.412020408,-0.038596983,-0.010710116,-0.012991872,-0.010910546,-0.005482457,-0.00023667,-1.893149763,-0.139458452,-0.434028572,0.70355247,-0.01993012,-0.070740456,0.003209996,-0.024328502,-0.131343169,0.568103417
-0.446930326,-0.978918695,0.633562994,0.883044802,0.772764514,-0.497950115,0.780391927,-0.071919011,0.440099445,0.014720454,-0.095071243,-1.012092203,-1.515489476,0.006440371,-0.203581088,-0.200450958,0.064608192,-0.022464712,-0.073208123,-0.096055183,-0.002195578,0.027143764,-0.008772032,-0.000627408,0.185509302,0.801863978,-0.008592444,-0.025231943,0.241163557,-0.007182786,-0.003222325,0.003007767,0.061030922,-0.136179796,1.01267451
0.089990271,-0.992581296,-2.124301808,0.008957199,0.19701653,0.301134386,-0.260613983,-0.066079828,-0.084720412,0.056721261,-0.038997244,-0.545411817,0.326906662,0.006442294,-0.197499882,-1.347190561,0.003756551,-0.032573593,0.665313209,0.050067524,-0.01742308,-0.009626076,-0.000253643,0.001980489,1.253994195,-8.128246272,0.217719253,-0.019645714,-0.744639268,-0.007186373,-0.003223399,-0.009333824,-0.003966436,-0.062328616,-0.257170464
-0.035096503,-0.145599791,1.742635563,0.053989913,0.11930417,-0.586225653,0.22320045,-0.220713214,-0.919168893,-0.017483856,-0.719261211,-1.503844319,-0.86370218,0,-0.059542588,0.250301383,-0.036059232,0.004315547,0.265659046,0.142378948,-0.00122971,-0.002579318,-0.007367096,0.029296604,0.189096938,0.037607067,0.117344618,-0.00284885,-0.101910089,0.037926737,0.000600087,-0.002967873,0.016988586,-0.192509667,0.545398363
-0.524371842,-1.106871109,-2.299290194,-1.147015009,-1.353728958,-0.109089945,-0.081093847,0.226204492,-0.810507353,-0.031803165,-0.138978635,-0.261853813,-0.197482269,-0.061890177,-0.028728566,-0.200196774,-0.030271481,-0.198588508,-0.544513028,-0.114033568,-0.185525492,-0.013378786,-0.339340283,-0.233847636,-0.131032065,-0.52247038,-0.093033479,-0.025267934,-0.712524147,-0.019935613,-0.105231372,-0.282069417,0.058567452,-0.133660298,0.840017911
0.470252551,1.97374665,-0.49285593,-1.117097468,-0.596005642,0.107179265,-0.051971907,0.182597104,-0.802978035,0.063316131,-0.1429558,0.24710099,0.028251567,0.159240987,-0.134654856,-1.861346033,-0.506190281,-0.017715364,1.060592708,0.008617617,0.001378038,-0.000294112,-0.000337978,-0.000788191,0.192410567,-4.497959875,0.054782856,0.020230687,0.551116226,-0.019914115,0.00103595,0.002839701,0,-0.09922782,-0.321239104
-0.022679783,1.850499129,1.501190407,1.191323448,0.913233931,0.102575817,-0.120812296,1.065464695,1.659092538,0.011105774,-0.048455267,0.210868628,-0.11105989,0.159216489,-0.134632975,-0.685968358,0.034114888,-0.001425355,-0.923853658,0.020355122,0.00152767,-0.012051695,-0.007778265,0.008515388,0.670367776,6.273482699,-0.013639295,-0.033040951,-0.122269885,-0.019916215,0.00728724,-0.00805692,0.064985986,-0.077593013,-0.427200743
0.080593274,0.841890035,1.284272546,0.48537684,0.798639136,0.305470207,-0.194979182,0.662826101,0.621795697,-0.041392153,-0.076598053,-0.149470224,0.054083533,-0.061857465,-0.160542269,0.032136282,0.04788866,-0.001871805,-0.054083288,-0.026077093,0.006236754,0.030770074,0.043839544,0.004348402,-0.530025658,0.348063727,0.02834865,-0.033104862,0.203244071,-0.01991507,-0.012127225,0.011789199,-0.050680417,-0.098818314,0.49818116
-0.087088483,-0.938514441,-0.317639014,0.433530351,1.75652268,0,-0.258075043,0,1.127249109,0,-0.002888039,0.210828531,0.058162959,0,0,-0.05592538,-0.02363875,0,-0.351766511,-0.006418188,0.02662586,0,-0.008762741,0.005599514,0.37994878,1.692586313,-0.053000226,-0.033132433,-1.024067277,0,0,-0.00839886,0.064949025,-0.019286228,0.316584314
0.175130092,1.322564607,1.496971868,1.047630477,-0.06492497,0.178759705,-0.013966223,0.097483846,-0.880108637,-0.088190659,-0.02400442,0.13287853,-0.264232283,0.109933303,-0.205654178,0.216886497,0.000277496,0.006254647,0.435976286,-0.010776269,-0.013183177,-0.02164024,-0.015618842,-0.000824066,0.193899463,-0.059929308,-0.163807532,-0.033130453,-0.711769649,0.129813273,-0.034466938,-0.006525169,0.083005174,-0.107452687,0.055122237
-0.32869962,-3.892605997,1.517104432,3.628567861,-2.838442539,1.586083999,-0.221326906,-0.009252844,0.963910379,-0.031815083,-0.24772346,-0.444714009,-0.197564593,-0.061890177,-0.028728566,-0.200196774,0.008920392,-0.198583888,-0.101669297,-0.236214955,-0.185521168,-0.24661904,-0.339332402,-0.0463692,-0.109903965,-0.388875111,-0.063658236,-0.033128399,0.660789246,-0.019932464,-0.105214226,0.000356253,0.028266521,0.640334434,0.03860043
0.311925848,1.723584066,1.225664742,2.07541742,1.351276447,0.154939249,0.18066539,-2.993232849,-0.840532191,-0.068824712,-0.031094403,-0.33251611,-0.58881526,0.18786963,0.900833424,-0.112175248,-0.043711667,0.011847561,-0.184599055,-0.01122386,-0.00329115,0.017755025,0.003580891,-0.000278867,0.408141707,0.539718948,-0.115307218,-0.033129517,0.501879542,0,-0.033248155,0.001428498,-0.050670049,-0.295271334,0.070280773
-0.006514296,3.084763082,-0.399795898,0.186645004,0.448977034,1.405012129,0.308435395,-0.596070139,-0.686176725,-0.084880868,0.303777035,0.215956627,0.053971541,-0.088174336,0.01596101,-0.086493049,0.101084497,0.048947396,-0.570272754,-0.004197084,-0.013524679,0.008246465,0.007677161,0.002274025,0.539894308,-0.472599736,0.164529225,-0.033109909,-0.110824043,-0.01992027,-0.027565103,-0.004549497,0.306154769,1.61742152,0.176379916
0.067624966,0.646252112,1.903831144,3.181246551,0.495585044,-2.133960078,0.279147455,1.41946581,0.13843942,-0.031805679,-0.037193187,0.489370896,-0.140615133,-0.061935319,-0.004970663,-0.798617467,-0.037678366,-0.006896894,0.067047138,0.018618969,-0.011859602,-0.00160357,0.004597389,0.001385792,0.27437749,1.171685631,0.035875646,-0.03313598,1.957295635,-0.019920797,-0.027565654,-0.000447953,0.166174286,0.340643574,0.324497453
-0.247510069,-1.505564398,-0.108811046,0.329476518,-0.060781023,-0.555671018,0.235981984,-0.058157046,1.062623614,-0.020291532,0,0,0,0.026280055,-0.020952586,-0.276771432,0.015070602,0,-0.151557292,0,-0.001227094,-0.003631175,-0.007712241,0.002053822,0.63531919,0.110942839,-0.015392678,0,-0.13150977,0,0,0.012119093,0.018081443,0.164972181,-0.109937168
0.073971485,-1.346209864,0.336495366,0.210302308,1.505524528,-0.456741298,-0.216940186,-0.247119369,0.120556506,0.072329136,-0.005383957,-0.009355149,-0.225709547,0.127019859,-0.055499676,-0.194359681,-0.008032504,0.002464479,-0.193784509,0.036552467,-6.49E-05,-0.001773073,-0.010180158,-0.000154149,-0.33125963,-2.439318953,0.050918516,0.016448663,-0.609624559,0,0,-0.00271889,0,-0.319222837,-0.691911919
-0.274140195,-0.663119327,-0.262339402,0.265264501,0.585772601,0.392443967,-0.266522138,0.656998374,-0.261968291,-0.072869012,0.055333575,0.13281531,0.132740611,-0.061857465,-0.160542269,0.032136282,0.047920657,-0.001873899,0.262774663,-0.019679669,0.00507063,-0.058656239,-0.004308514,-0.008858146,-0.530025658,0.348063727,0.043669083,-0.033048987,0.120601274,-0.019913973,-0.012126594,0.003063461,-0.03258508,-0.202193627,-0.238830728
0.436062752,-1.345396574,-1.202829942,-0.039131761,-0.494851002,-0.477556754,-0.296726061,-0.191837139,0.084254865,0.054777574,-0.031090636,-0.149692868,-0.588766411,0,-0.608050313,0,0.037229316,-0.026542661,1.192641979,-0.046064903,0.003736545,0.001634529,-0.012555235,0.00108307,-0.358337665,0.254213686,-0.207917721,-0.033134243,-1.353740287,0,-0.002565426,0.008434739,-0.050658482,0.166306432,-0.102141134
-0.634218366,-1.505569209,-0.108811391,0.329477634,-0.060781268,-0.769435915,0.235982222,0.182472838,0.968716627,-0.020528563,0,0,-0.034232202,0.026290933,-0.189462561,0.348679891,0.015070628,0,-0.15155766,0,-0.001227095,-0.003631209,0.0157178,-0.003152223,0.63531919,0.110942839,-0.015392678,0,-0.13150977,0,-0.034448786,0.003475957,0.018081443,0.164972181,-0.109937168
0.333490945,-0.53766938,-1.988123902,-0.734265915,1.240834027,-0.408027306,-0.302295046,-0.590619868,-0.195644308,-0.011904023,0.22386237,0.873302306,0.319332848,-0.088160063,-0.139634753,-0.08960489,0,-0.019832273,-0.410758467,-0.014826362,-0.000757501,-0.000569931,-0.022602573,0.004475774,-0.072077371,0.017591294,0.039384451,-0.033128936,-0.586769604,-0.019912122,0,0.006208834,0.083075201,-0.214323971,-0.388674712
0.829119549,-0.537662566,-0.616746797,-0.093851632,-0.237411217,0.432175363,0.214058428,-0.53244787,-0.32878015,0.008762679,0.223862362,0.873302236,0.319332839,-0.088215745,-0.139710962,-0.408265945,0,-0.019782667,-0.000747784,-0.014783793,0.000465688,-0.000545724,0.009802635,-0.008351667,-0.072077371,0.017591294,0.054779334,-0.033124212,-0.455067797,-0.019910931,0,0.001570145,0.064981961,-0.38315883,0.032475449
-0.519794851,-1.047483089,0.258486687,-1.477606429,-0.316614448,-0.237432994,0.094386767,0.519989816,0.248925005,0.019351228,0.183535421,0.88080046,0.004892787,0.126974924,-0.055484189,-0.027459908,-0.008004017,0,-0.018740117,0,0,0.007229717,-0.000669231,0.002905594,0.328414639,0.829618322,0.050750836,0.01638999,0,0,0,0.00595506,0,-0.058250655,-0.162001615
0,0,4.384112869,2.207097631,-1.198463529,0,0,0,0.642059137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.329132887,-0.601189332,1.990580417,0.294133418,-0.426350728,-1.705540563,0.15014718,-0.514572174,0.109753157,-0.115459589,0.055338987,0.132832038,0.132756608,-0.08814008,-0.139607482,0.032139867,0.009698519,-0.000528913,-0.366636295,0.001571229,0.00723474,0.008700011,-0.004308588,0.000877316,-0.530007865,0.100070491,-0.122374219,-0.033105886,-0.096167038,-0.019913133,-0.007457297,0.00226048,-0.03258988,-0.202223367,-0.393027784
-0.131531322,2.234229488,1.588542036,-0.727395475,1.250728993,0,-0.380180934,0,0.250684502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010988388,-0.008273747,-0.336037723,7.402265369,0,0,0.032182046,0,0,0,0,0,0
0.096326396,3.107229958,1.618211361,1.421721185,2.548588304,-0.3722306,0.135571189,-2.187332708,-0.063928921,-0.046888827,-0.173230296,-0.752294477,-0.110083728,-0.021123189,-0.926011822,-2.468471709,0.025615619,0.016031157,0.963114364,-0.089407762,-0.026385148,0.022773674,-0.010980336,-0.002016714,0.137825598,1.792289907,0.029151557,0.095069579,1.089711015,0.111848266,0.003993181,-0.010920337,-0.01777551,-0.025604926,-0.910780646
0.00169797,0.618990313,-0.202186836,0.120795162,0.282624376,-0.044030385,-0.472361897,-1.338817599,-0.163857504,-0.017362807,0.168300776,0.381108947,-0.110562637,-0.189931721,1.149398424,-0.858322005,-0.042018152,0.011667413,0.467478428,-0.017602222,-0.023412217,0.01732149,0.007704078,0.000948878,-0.096692305,-0.60556162,0.026372124,-0.219084383,-0.784413928,-0.019930241,-0.070740894,-0.013283289,0.192683195,-0.43385033,1.16193397
0,0,0,0,0,0.153163385,0.306373889,2.273631743,1.733179239,0.069932117,-0.185438581,1.112076962,0.153454178,0,0,0,0,0,0,0,0,0,0,0,0,-1.10064888,0,0,0,0,0,0,0,-1.038181167,-1.902551395
0.320340175,0.609879645,2.486149228,1.735907838,1.637939239,0.401492375,-0.387200631,0,0.151896715,0.042571421,-0.037852172,-0.091251989,0.119175066,-0.033916645,0,0,0,0,-0.358322378,0.11833993,0,0,-0.013106307,-0.00208715,0,0,0,0,0,0,0,-0.001920996,0,0,-3.357928903
0.291121465,-4.392308898,-0.167219613,0.261510149,0.558668434,0.081835994,-0.01280376,0.209224299,-0.37144582,0.042521283,-0.037859025,-0.068116641,0.109799006,0,-0.00618734,1.336028212,-0.022730698,0.014618493,-0.657760746,-0.061658649,-0.003267978,0.077528379,0.022963626,0.004634298,-0.697265405,5.121907865,-0.226365271,0,-1.076672153,0,0,0.003850461,0,0,-0.886132163
0,0,0,0,0,-0.097801937,0.191494785,2.580288842,3.188595135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48655906,-0.106122937
0,0,-1.012638023,-1.127435532,-1.114053352,-0.00161755,0.055542866,0.668432319,-0.882625046,0.069897667,-0.185358213,-0.33242733,-0.233939525,0,0,0,0,0,0,0,0,0,0,0,0,-1.10064888,0,0,0,0,0,0,-0.100252992,0.352318942,-0.292219793
0.142494978,0.471740004,-0.24997601,-0.054511765,0.563972808,0.033055375,-0.017952182,0.056403288,-0.520607861,-0.000992243,0.077257385,0.247820977,0.50858323,0.070687305,0.104347883,0.799795618,-0.106568449,0.002069463,-0.260259155,0.064989203,-0.002643948,-0.003389353,0.068866285,0.006345366,0.276861357,1.014841866,0.125349908,0.030702077,0.373797199,0.027541138,0.000599582,0.001151908,0.008378942,-0.32879095,0.578428459
0,2.041051605,0,0,0,0,0,0,0,0,0,0,0,-0.18303048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.227843587,-0.717329987,0.169021677,0.140633921,-0.292063948,-0.207209004,-0.208658428,-0.113524523,-0.4467986,0.042593263,-0.100157127,0.272441017,-0.114850462,-0.034070738,0,0.166633439,-0.026420299,-0.0162882,0.517377442,0.091438759,-0.000728919,-0.002986904,-0.008235609,-0.00032188,-0.658393576,-1.205817368,0,-0.065217176,-0.073924948,0,0.00262246,-0.000700391,0.100342317,-0.099135577,-0.028187087
0,0,0,0,0,0.244188009,0,0,0,0,0,0,0,-0.09788414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002337182,0,0,0
0.111053907,-1.908837083,-1.475098472,-1.428480556,-1.353729682,-1.072367496,-0.136157322,-0.263687676,-0.259786527,-0.031807201,-0.247660035,-0.261882597,-0.197510075,-0.061890177,-0.028728566,-0.200196774,-0.113495821,-0.19859945,-0.924221915,-0.114039799,-0.185535713,-0.013379929,-0.601579959,-0.233860525,-0.131032065,-0.52247038,-0.11810178,-0.025260992,0.499236897,-0.019935613,-0.105231372,-0.282069417,0.156336571,0.278820438,-0.997732199
-0.321009711,2.258415024,0,0,-0.840093931,0.033522498,0.029510901,0,0.489211427,0.004781835,-0.533333436,0.158167904,-0.110001782,0,0,0,-0.653181907,0,0,0,0,0,-0.000203042,-5.50E-05,0.659923369,0.441259128,0,0,0.092837783,0,0,0,0,0,0.027141756
0.526774245,-0.857396831,2.972198823,2.23523669,2.871446336,-0.692163015,-0.056849567,0.19418208,-0.718681035,-0.041420118,0.05535175,-0.320012267,0.200667806,-0.061845367,-0.006333535,0.135245819,-0.02206282,-0.040867961,0.674743236,0.016891511,-0.009430312,-0.027138839,-0.049465059,0.005279988,-0.530025658,0.348063727,0.02834865,-0.033104862,0.203244071,-0.019920948,-0.022744085,0.001044494,-0.032595037,0.159055285,-0.876301787
-0.0574616,0.203946699,0.087553023,-0.228928345,0.433519015,0.00120426,0.210447936,-0.059891943,-1.524956216,-0.423728399,-0.239165012,-0.042201306,-0.198712229,0.178028338,0.050538099,0.001500514,0.004306187,-0.000954359,0.020277178,-0.009346016,-0.000225582,0.016129054,-0.000507029,0.00015831,0.068780499,0,0,0,0.146945349,0,0.00667085,0.001824785,0,0.073853287,0.073376025
0.343128499,-0.131916782,-0.692580008,-0.170199133,-0.068421817,-0.258666145,-0.872460978,0.988704839,-1.088551671,-0.03182172,-0.416616948,-0.668606282,-0.06502296,0.036697495,-0.1673041,0.140077249,0.058653008,-0.022821302,-0.045372908,0.033311098,-0.039031646,-0.101484264,-0.002432739,-0.000206783,1.476165831,-1.520950114,-0.192459848,-0.654576818,-0.320470488,-0.019932469,-0.105214252,0.005421811,-0.129741489,-0.775765768,-0.108926858
-0.276057942,-1.524967459,-2.600623036,1.386721972,0.597116876,0.328288919,-0.222294966,-0.396809134,-0.649030379,0.216021942,-0.256382977,0.942547084,-0.236901558,0,0,-0.364617319,-0.031352122,0.002069779,0.053502788,-0.592479201,0.003109718,0.008152567,-0.020184086,0.009802297,-0.629317967,-0.611364173,0.117407555,-0.010805455,-0.441807917,0.037924905,-0.004882854,4.92E-05,0.061681435,-0.095221387,0.15416585
-0.002755699,0.560810139,1.968327208,1.129519107,2.437101039,0.377245555,-0.290520722,0.084481646,-2.174468432,0.021950683,-0.324424348,0.258265565,-0.134909956,0.051353275,-0.189506731,0.606889767,0.00025476,-0.001344907,-0.276703018,-0.022778319,-0.000777838,0.00754481,-0.012027574,0.014159357,-0.321204222,-0.480826523,0.150795692,0,-0.432084932,0,-0.015387895,-0.002568769,-0.113602958,1.486089858,0.446194935
0.00298943,1.88722321,-1.162295353,0.174984489,0.365623354,0.453552668,-0.042485084,-0.196807494,-0.12201206,0.019351228,0.183535421,0.88080046,0.004892787,0.127019859,-0.055499676,-0.194359681,-0.008022895,0,0.041827988,0.036512041,-0.000216282,0.012651626,0.015365418,-0.001665495,-0.331260631,2.672890331,0.050853823,0.016426058,0.087255409,0,0,-0.007368164,0,-0.319241782,-0.986901355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.012638023,-1.127435532,-1.114053352,-0.00161755,0.100814742,1.821436302,-0.251747705,0.069897667,-0.185358213,-0.33242733,-0.233939525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100252992,0.352318942,-0.292219793
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.321009711,2.258415024,0,0,-0.840093931,0.033522498,0.029510901,0,0.489211427,0.004781835,-0.533333436,0.158167904,-0.110001782,0,0,0,-0.653181907,0,0,0,0,0,-0.000203042,-5.50E-05,0.659923369,0.441259128,0,0,0.092837783,0,0,0,0,0,0.027141756
0.374914071,-0.212350366,0,0,0,0.073525799,0,0,-0.869494622,0.004783593,-0.533547002,1.249470091,-0.848720505,0,0,0,0,0,0,0,0,0,0,-2.31E-05,-1.271929073,-2.038286331,0,0,-0.062804248,0,0,0,0,0,0
-0.05746542,0.203956965,-0.078223777,-0.394187281,-1.526346969,-0.056583516,0.045115015,-0.059891913,-1.524955488,-0.423728399,-0.239165012,-0.042201306,-0.198712229,0.178028338,0.050538099,0.001500514,0.00430545,-0.000954171,0.020272276,-0.009346079,-0.000225547,-0.007283336,-0.000507053,0.00015812,0.068780499,0,0,0,0.146945349,0,0.00667085,0.001824785,0,0.499765724,0.073473167
